id,last,first,pos
3884,Thomas,Bill,RW
1100,Thomas,Tim,G
5175,Thomas,Christian,LW
5906,Thompson,Paul,RW
9652,Thompson,Tage,C
4072,Thompson,Nate,C
12464,Thomson,Ben,LW
3801,Thorburn,Chris,C
4362,Thoresen,Patrick,LW
82,Thornton,Joe,C
911,Thornton,Shawn,LW
4719,Thuresson,Andreas,RW
5447,Tierney,Chris,C
5762,Tiffels,Frederik,LW
4540,Tikhonov,Viktor,RW
5720,Timashov,Dmytro,LW
4945,Timmins,Scott,C
4135,Timonen,Jussi,D
363,Timonen,Kimmo,D
5189,Tinordi,Jarred,D
731,Tjarnqvist,Daniel,D
760,Tjarnqvist,Mathias,LW
9632,Tkachuk,Matthew,LW
4313,Tlusty,Jiri,C
4262,Toews,Jonathan,C
5191,Toffoli,Tyler,RW
3630,Toivonen,Hannu,G
4759,Tokarski,Dustin,G
9055,Tolchinsky,Sergey,LW
3783,Tollefsen,Ole-Kristian,D
4285,Tolpeko,Denis,RW
5685,Tomek,Matej,G
1111,Toms,Jeff,LW
364,Tootoo,Jordin,RW
4637,Tordjman,Josh,G
402,Torres,Raffi,LW
610,Toskala,Vesa,G
1087,Traverse,Patrick,D
346,Tremblay,Yannick,D
5649,Trenin,Yakov,C
1090,Trepanier,Pascal,D
5924,Treutle,Niklas,G
804,Tripp,John,RW
615,Trnka,Pavel,D
5342,Trocheck,Vincent,C
11999,Troock,Branden,RW
5029,Tropp,Corey,RW
5317,Trotman,Zach,D
4765,Trotter,Brock,LW
5232,Trouba,Jacob,D
8911,Tryamkin,Nikita,C
11711,Tuch,Alex,RW
9651,Tufte,Riley,LW
4238,Tukonen,Lauri,RW
11849,Turgeon,Dominic,C
5089,Turnbull,Travis,C
4420,Turris,Kyle,C
5776,Tuulola,Joni,D
1029,Tverdovsky,Oleg,D
991,Tvrdon,Roman,C
11839,Tvrdon,Marek,RW
12246,Tynan,T.J.,C
4886,Tyrell,Dana,C
936,Tyutin,Fedor,D
4166,Uchevatov,Victor,D
5506,Uher,Dominik,C
874,Ulanov,Igor,D
5842,Ullmark,Linus,G
5035,Ullstrom,David,LW
12014,Ully,Cole,LW
1009,Ulmer,Layne,C
3750,Umberger,R.J.,LW
723,Upshall,Scottie,RW
4881,Urbom,Alexander,D
563,Vaananen,Ossi,D
5745,Vainio,Veeti,D
12023,Vaive,Justin,LW
4407,Valabik,Boris,D
775,Valicevic,Robert,RW
8865,Valiev,Ranit,D
792,Valiquette,Stephen,G
1035,Valk,Garry,LW
229,Van Allen,Shaun,C
5359,Van Brabant,Bryce,LW
608,VandenBussche,Ryan,RW
4629,Van Der Gulik,David,LW
194,Vandermeer,Jim,D
3646,Vandermeer,Pete,LW
5677,Vande Sompel,Mitchell,D
4969,Vande Velde,Chris,C
3632,Vanek,Thomas,LW
5358,Van Guilder,Mark,C
5705,Van Pottelberghe,Joren,G
5460,van Riemsdyk,Trevor,D
4683,van Riemsdyk,James,LW
230,Varada,Vaclav,RW
4592,Varlamov,Semyon,G
5328,Varone,Philip,C
249,Vasicek,Josef,C
5420,Vasilevskiy,Andrei,G
5158,Vatanen,Sami,D
5851,Vatrano,Frank,C
705,Vauclair,Julien,D
12461,Vecchione,Mike,C
956,Veilleux,Stephane,LW
5682,Vejdemo,Lukas,C
5741,Vejmelka,Karel,G
5785,Vela,Marcus,C
12003,Verhaeghe,Carter,C
231,Vermette,Antoine,C
5864,Vermin,Joel,RW
4640,Vernace,Michael,D
892,Vernarsky,Kris,C
11847,Verrier,Jerome,RW
4346,Versteeg,Kris,LW
4625,Vesce,Ryan,RW
10062,Vesey,Jimmy,LW
5290,Vey,Linden,RW
347,Vigier,Jean-Pierre,RW
4951,Vincour,Tomas,C
5423,Virtanen,Jake,RW
5375,Visentin,Mark,G
52,Vishnevski,Vitaly,D
4502,Vishnevski,Ivan,D
4653,Vishnevskiy,Ivan,D
290,Visnovsky,Lubomir,D
4952,Vitale,Joe,LW
5670,Vladar,Daniel,G
4021,Vlasic,Marc-Edouard,D
11736,Vogelhuber,Trent,RW
232,Volchenkov,Anton,D
4925,Volpatti,Aaron,LW
4497,Voracek,Jakub,RW
607,Vorobiev,Pavel,RW
5699,Vorobyov,Mikhail,C
4325,Voros,Aaron,C
4670,Voynov,Viatcheslav,D
4526,Vrana,Petr,C
11472,Vrana,Jakub,LW
250,Vrbata,Radim,RW
1040,Vujtek,Vladimir,LW
5694,Wagner,Austin,LW
5469,Wagner,Chris,RW
4279,Wagner,Steve,D
935,Walker,Matt,D
11836,Walker,Jack,LW
3681,Wall,Michael,G
4586,Wallace,Tim,RW
684,Wallin,Niclas,D
974,Wallin,Rickard,C
1101,Wallin,Jesse,D
11727,Wallmark,Lucas,C
641,Walser,Derrick,D
3849,Walter,Ben,C
4588,Wandell,Tom,C
5394,Wannstrom,Sebastian,RW
678,Ward,Lance,RW
1023,Ward,Dixon,LW
3500,Ward,Cam,G
4182,Ward,Joel,RW
213,Ward,Jason,RW
11796,Warner,Hunter,D
5676,Warren,Brendan,LW
1084,Warriner,Todd,LW
5315,Warsofsky,David,D
4442,Wathier,Francis,LW
5080,Watkins,Matt,RW
5204,Watson,Austin,LW
11761,Watson,Jamal,LW
11809,Watson,Spencer,RW
5831,Weal,Jordan,RW
931,Weaver,Mike,D
706,Webb,Steve,RW
5396,Weber,Will,D
4607,Weber,Yannick,D
3846,Weber,Shea,D
4314,Weber,Mike,D
8952,Wedgewood,Scott,G
12274,Weegar,MacKenzie,D
4287,Weiman,Tyler,G
4851,Weise,Dale,RW
746,Weiss,Stephen,C
3879,Welch,Noah,D
4280,Weller,Craig,D
4774,Wellman,Casey,C
881,Wellwood,Kyle,C
5101,Welsh,Jeremy,C
5449,Wennberg,Alexander,C
11815,Werek,Ethan,C
5603,Werenski,Zach,D
252,Wesley,Glen,D
327,Westcott,Duvie,D
1026,Westlund,Tommy,LW
973,Westrum,Erik,C
5306,Wey,Patrick,D
4430,Wheeler,Blake,RW
4721,White,Ryan,C
651,White,Peter,C
5616,White,Colin,C
5692,White,Colton,D
3882,White,Ian,D
233,White,Todd,C
839,Whitfield,Trent,C
4432,Whitmore,Derek,C
3755,Whitney,Ryan,D
5329,Whitney,Joe,RW
4853,Wick,Roman,RW
5817,Wideman,Chris,D
11757,Wideman,Alex,LW
3672,Wideman,Dennis,D
4971,Wiercioch,Patrick,D
11722,Wilcox,Adam,G
5757,Wilkie,Christopher,RW
4468,Wilkman,Miika,G
5911,Will,Roman,G
5768,Williams,Colby,D
196,Williams,Justin,RW
307,Williams,Jason,RW
4241,Williams,Jeremy,RW
807,Willis,Shane,RW
150,Willsie,Brian,RW
885,Wilm,Clarke,C
564,Wilson,Landon,RW
4411,Wilson,Clay,D
4676,Wilson,Colin,LW
4711,Wilson,Ryan,D
5225,Wilson,Tom,RW
5351,Wilson,Garrett,LW
5492,Wilson,Scott,C
4748,Wilson,Kyle,C
3730,Winchester,Brad,LW
4413,Winchester,Jesse,C
4879,Wingels,Tommy,C
4281,Winnik,Daniel,C
4309,Wirtanen,Petteri,C
880,Wiseman,Chad,LW
4604,Wishart,Ty,D
3865,Wisniewski,James,D
5515,Witkowski,Luke,D
151,Witt,Brendan,D
5702,Wolanin,Christian,D
5519,Wolf,David,LW
3716,Wolski,Wojtek,LW
9079,Wood,Miles,LW
11747,Wood,Kyle,D
5504,Woods,Brendan,LW
824,Worrell,Peter,LW
5343,Wotherspoon,Tyler,D
5707,Wotherspoon,Parker,D
3719,Woywitka,Jeff,D
3673,Wozniewski,Andy,D
1052,Wright,Jamie,LW
5410,Wright,James,C
4737,Wyman,James,RW
859,Yablonski,Jeremy,RW
5463,Yakimov,Bogdam,C
11855,Yakimowicz,C.J.,RW
799,Yakubov,Mikhail,C
5119,Yakupov,Nail,RW
5659,Yan,Dennis,LW
4051,Yandle,Keith,D
998,Yeats,Matthew,G
421,Yelle,Stephane,C
4751,Yip,Brandon,RW
658,Yonkman,Nolan,D
5024,York,Allen,G
403,York,Michael,C
70,Young,Scott,RW
4246,Young,Bryan,D
1047,Yushkevich,Dmitry,D
11816,Zaar,Daniel,RW
4797,Zaborsky,Tomas,C
5601,Zacha,Pavel,C
5270,Zadorov,Nikita,D
10057,Zaitsev,Nikita,D
4032,Zajac,Travis,C
976,Zalesak,Miroslav,RW
5376,Zalewski,Michael,LW
4710,Zalewski,Steven,C
5133,Zatkoff,Jeff,G
11759,Zay,Matthew,LW
5608,Zboril,Jakub,D
5674,Zborovskiy,Sergey,D
4234,Zeiler,John,C
5503,Zepp,Rob,G
309,Zetterberg,Henrik,LW
4742,Zharkov,Vladimir,RW
810,Zherdev,Nikolay,RW
5709,Zhukenov,Dmitry,C
5000,Zibanejad,Mika,C
367,Zidlicky,Marek,D
697,Zinovjev,Sergei,C
623,Zizka,Tomas,D
12040,Zlobin,Anton,RW
5020,Zolnierczyk,Harrison,LW
4976,Zubarev,Andrei,D
4379,Zubov,Ilya,C
152,Zubrus,Dainius,C
4927,Zuccarello,Mats,LW
5093,Zucker,Jason,LW
5736,Zuhlsdorf,Ryan,D
12249,Zykov,Valentin,LW
