"date","pd","time","team","g_id","g_last","g_first","a1_id","a1_last","a1_first","a2_id","a2_last","a2_first"
"2017-02-21","1","2:15","PIT",5492,"Wilson","Scott",4523,"Hornqvist","Patric",257,"Cullen","Matt"
"2017-02-21","1","8:00","CAR",4876,"Skinner","Jeff",3720,"Stempniak","Lee",5881,"Di Giuseppe","Phillipe"
"2017-02-21","2","16:21","PIT",3490,"Crosby","Sidney",4008,"Kessel","Phil",4030,"Letang","Kris"
"2017-02-21","3","9:41","PIT",3652,"Malkin","Evgeni",5038,"Hagelin","Carl",NA,NA,NA
"2017-02-25","1","11:18","PIT",3490,"Crosby","Sidney",11327,"Guentzel","Jake",5492,"Wilson","Scott"
"2017-02-25","2","6:44","PIT",4775,"Bonino","Nick",11327,"Guentzel","Jake",5310,"Dumoulin","Brian"
"2017-02-25","2","11:14","PHI",4497,"Voracek","Jakub",4630,"MacDonald","Andrew",NA,NA,NA
"2017-02-25","3","1:50","PIT",257,"Cullen","Matt",3819,"Fehr","Eric",5907,"Kuhnhackl","Tom"
"2017-02-25","3","6:48","PHI",5440,"Gostisbehere","Shayne",4394,"Giroux","Claude",4712,"Schenn","Brayden"
"2017-02-25","3","14:06","PIT",5209,"Ruhwedel","Chad",3652,"Malkin","Evgeni",NA,NA,NA
"2017-02-28","1","10:04","PIT",3652,"Malkin","Evgeni",4523,"Hornqvist","Patric",5038,"Hagelin","Carl"
"2017-02-28","2","10:40","PIT",11327,"Guentzel","Jake",4905,"Cole","Ian",898,"Kunitz","Chris"
"2017-02-28","3","3:40","DAL",5511,"Ritchie","Brett",5484,"Klingberg","John",5157,"Roussel","Antoine"
"2017-02-28","3","9:41","DAL",228,"Spezza","Jason",4707,"Benn","Jamie",355,"Hamhuis","Dan"
"2017-02-28","3","10:36","DAL",5157,"Roussel","Antoine",5484,"Klingberg","John",NA,NA,NA
"2017-03-01","2","8:49","CHI",4265,"Kane","Patrick",10071,"Schmaltz","Nick",NA,NA,NA
"2017-03-01","2","17:00","PIT",5492,"Wilson","Scott",203,"Hainsey","Ron",NA,NA,NA
"2017-03-01","2","19:36","CHI",5167,"Panik","Richard",3715,"Keith","Duncan",NA,NA,NA
"2017-03-01","3","16:52","CHI",4265,"Kane","Patrick",10071,"Schmaltz","Nick",5811,"Panarin","Artemi"
"2017-03-01","3","19:19","CHI",4265,"Kane","Patrick",NA,NA,NA,NA,NA,NA
"2017-03-03","2","6:18","TBL",11673,"Erne","Adam",5136,"Namestnikov","Vladislav",5370,"Paquette","Cedric"
"2017-03-03","2","8:39","PIT",3652,"Malkin","Evgeni",4008,"Kessel","Phil",5118,"Schultz","Justin"
"2017-03-03","2","16:49","PIT",3652,"Malkin","Evgeni",4008,"Kessel","Phil",4905,"Cole","Ian"
"2017-03-03","3","1:10","TBL",5300,"Kucherov","Nikita",5230,"Drouin","Jonathan",4685,"Hedman","Victor"
"2017-03-03","3","2:38","PIT",3665,"Streit","Mark",3490,"Crosby","Sidney",3652,"Malkin","Evgeni"
"2017-03-03","3","16:37","PIT",5118,"Schultz","Justin",3490,"Crosby","Sidney",3665,"Streit","Mark"
"2017-03-03","3","19:00","PIT",5907,"Kuhnhackl","Tom",4775,"Bonino","Nick",NA,NA,NA
"2017-03-05","1","6:19","BUF",4703,"O'Reilly","Ryan",100,"Gionta","Brian",4656,"Kane","Evander"
"2017-03-05","1","14:53","BUF",100,"Gionta","Brian",4322,"Moulson","Matt",NA,NA,NA
"2017-03-05","1","18:07","BUF",5597,"Eichel","Jack",5055,"Foligno","Marcus",5416,"Reinhart","Sam"
"2017-03-05","2","7:45","PIT",5118,"Schultz","Justin",4008,"Kessel","Phil",3652,"Malkin","Evgeni"
